motion_id,motion_topic,motion_text,num_tokens,speaker,party,date,motion_priority
177,Further devolution to Scotland,"Scotland Bill – Consent of the Scottish Parliament to certain Westminster Acts
‘(1) In section 28 of the Scotland Act 1998 (Acts of the Scottish Parliament), at the end add— “(8) But the Parliament of the United Kingdom must not pass Acts applying to Scotland that make provision about a devolved matter without the consent of the Scottish Parliament. “(9) A provision is about a devolved matter if the provision— (a) applies to Scotland and does not relate to reserved matters, (b) modifies the legislative competence of the Scottish Parliament, or (c) modifies the functions of any member of the Scottish Government. (1) In subsection (8), “Acts” includes any Act, whether a public general Act, a local and personal Act or a private Act. (2) After section 28 of the Scotland Act 1998 insert— “28A Duty to consult the Scottish Government on Bills applying to Scotland(1) A Minister of the Crown shall consult Scottish Ministers before introducing any Bill into the Parliament of the United Kingdom for an Act of that Parliament that would make provision applying to Scotland. (2) Where the Bill is for an Act making provision that would require the consent of the Scottish Parliament by virtue of section 28(8), the requirement to consult under subsection (1) includes a requirement that a Minister of the Crown give the Scottish Ministers a copy of the provisions of the Bill that apply to Scotland no later than— (a) 21 days before the proposed date of introduction, or (b) such later date as the Scottish Ministers may agree. (3) The requirement in subsection (2) does not apply if— (c) the Scottish Ministers so agree, or (d) there are exceptional circumstances justifying failure to comply with the requirement. (4) The reference in subsection (1) to an Act of Parliament is a reference to any Act whether a public general Act, a local and personal Act or a private Act.’",318,Angus Robertson,SNP,2015-06-15,important
275,More powers for local councils,"Housing and Planning Bill – Mandatory rents for high income local authority tenants
That this House disagrees with Lords amendment 54.",21,Brandon Lewis,Con,2016-05-03,not_important
490,Shift Powers from MPs in the Commons to Ministers,"Delay in proceedings under section 13
(1) Where within the period set out in section 13 either House of Parliament resolves that the content of an order is inappropriate for provision to be made under section [Power to remove or reduce burdens] , there shall be no further proceedings in respect thereof. (2) An order which has the same or similar effect to one that has previously been prevented from passing under the provisions of subsection (1) may not be laid under Part 1 within the subsequent two-year period. (3) In this section, ""two year period"" means the period of two years beginning with the day on which the draft order was laid before Parliament under section 12.'.
That the clause be read a Second time.",126,Jonathan Djanogly,Con,2006-05-16,important
11,Asylum System - More strict,"Asylum and Immigration (Treatment of Claimants, Etc.) Bill – Entering United Kingdom without passport
No. 99, in page 2, line 30, at end insert— '(4A) Where a person is charged with an offence under subsections (1) and (2) above, and relies on a defence under subsections (3) and (4) above, if the person adduces evidence which is sufficient to raise an issue with respect to the matter, the court or jury shall assume that the defence is satisfied unless the prosecution proves beyond reasonable doubt that it is not.'.",89,David Heath ,LD,2004-03-01,important
90,European Union - For,"United Kingdom Parliamentary Sovereignty Bill
That the Bill be now read a Second time.",14,,,2011-03-18,not_important
83,European Union - For,"Status of EU law dependent on continuing statutory basis
Amendment 52, page 11, line 30, at end add- '(2) The Secretary of State shall prepare an annual report on the extent to which in the previous 12 months the provisions of subsection (1) have been challenged or questioned in the courts, including the European Court of Justice, identifying any challenge to the declaration contained in that subsection that the status of EU law is dependent on the continuing statutory basis provided by the European Communities Act 1972. (3) The report made under subsection (2) shall be laid before Parliament for its approval.'.",102,,,2011-01-11,important
354,Schools - Greater Autonomy,"Education and Inspections Bill
[Relevant documents: The First Report from the Education and Skills Committee, Session 2005–06, HC 633, The Schools White Paper: Higher Standards, Better Schools for All, and the Government's reply thereto, Cm 6747.]
That the Bill be now read a Second time.",45,Ruth Kelly,Lab,2006-03-15,important
328,Reduce Spending on Welfare Benefits,"Welfare Reform and Work Bill (Programme No. 3) – Tax credit reforms
“The measures in this Bill and (Income Thresholds and Determination of Rates) (Amendment) Regulations 2015 relating to the award of tax credits and the relevant entitlement within Universal Credit shall not take effect until the Secretary of State has implemented a scheme for full transitional protection for a minimum of three years for all families and individuals currently receiving tax credits before 5 April 2016, such transitional protection to be renewable after three years with parliamentary approval.”",89,Neil Gray,SNP,2015-10-27,not_important
79,European Union - For,"European Union Economic Governance
That this House takes note of European Union Documents (a) 9433/10, Commission Communication on reinforcing economic policy co-ordination, (b) 11807/10, Commission Communication on enhancing economic policy co-ordination for stability, growth and jobs - tools for stronger EU economic governance, (c) 14496/10, Proposal for a Council Regulation (EU) amending Regulation (EC) No. 1467/97 on speeding up and clarifying the implementation of the excessive deficit procedure, (d) 14497/10, Proposal for a Council Directive on requirements for budgetary frameworks of the Member States, (e) 14498/10, Proposal for a Regulation of the European Parliament and of the Council on the effective enforcement of budgetary surveillance in the euro area, (f) 14512/10, Proposal for a Regulation of the European Parliament and of the Council on enforcement measures to correct excessive macroeconomic imbalances in the euro area, (g) 14515/10, Proposal for a Regulation of the European Parliament and of the Council on the prevention and correction of macroeconomic imbalances, and (h) 14520/10, Proposal for a Regulation of the15 European Parliament and of the Council amending Regulation (EC) No. 1466/97 on the strengthening of the surveillance of budgetary positions and the surveillance and co-ordination of economic policies; notes the Report from the Task Force on Economic Governance in the European Union; notes with approval that budgetary and fiscal information will continue to be presented to Parliament before being given to EU20 institutions; and approves the Government's position, as endorsed by the Task Force that any sanctions proposed should not apply to the United Kingdom in consideration of Protocol 15 of the Treaty on the Functioning of the EU.",265,Mark Hoban,Con,2010-11-10,important
558,Identity cards - For introduction,"Identity Cards Bill (Programme) (No. 3)
That the Order of 28th June 2005 (Identity Cards Bill (Programme)) be further varied as follows: For paragraph 4 substitute— ""4. Proceedings on consideration shall (so far as not previously concluded) be brought to a conclusion at this day's sitting at the time specified in the second column of the following Table. TABL Proceedings	Time for conclusion ofproceeding New clauses and amendments relating to Clause 1	5.45 p.m Amendments relating to Clauses 2 to 7	7.15 p.m Remaining proceedings on consideration	One hour before the moment of interruption.""",94,Tony McNulty,Lab,2005-10-18,important
539,Increase VAT,"Housing
an amendment, to leave out from “House” to the end of the Question and add: “welcomes the first Opposition Day debate on housing in this Parliament; notes that house building under the previous administration fell to its lowest peacetime level since the 1920s; further notes that house building starts in England were 29 per cent higher in 2011 compared with 2009; believes there is still more to do to get Britain building; further notes that housing is the most affordable for first-time buyers for a decade and mortgage payments are the lowest since 1997 as a direct consequence of the decisive action to tackle the deficit brought about by the previous administration; notes that the Coalition Government’s affordable housing programme will deliver 170,000 affordable homes by 2015 and leverage £19.5 billion of investment; and welcomes the steps being taken to increase house building and unlock stalled sites and the comprehensive programme to get empty homes back into productive use.”",160,Mark Prisk,Con,2012-09-05,not_important
361,Schools - Greater Autonomy,"Admissions administration
(1) Chapter 1 of Part 3 of SSFA 1998 (Schools admissions) is amended as follows. (2) After section 89 insert the following section— ""89A Admissions administration (1) Admissions administration will receive all applications for places made on behalf of pupils seeking admission to maintained schools, academies, city technology colleges and city colleges for the technology of the arts within its area. (2) Admissions administration will determine the awarding of places at maintained schools within its area having regard to the arrangements which are to apply for that year, established by any admissions authority within that area, including special arrangements provided for in section 91. (3) The admissions administration shall then make the list of places awarded available to maintained schools, academies, city technology colleges and city colleges for the technology of the arts within its local area and notify parents of the results of their application. (4) The admissions administration shall always act such that the identity of the individual applicants cannot be determined by the schools for which they have applied or expressed a preference during the admissions process, until the list of places awarded is made available to schools and parents by the admissions administration. (5) If a school believes that the admissions administration has failed to adhere to its admissions criteria, as set by the admissions authority, it may appeal to the admissions forum, which may review, and report on their findings. (6) The person responsible for admissions administration within a local education authority must be employed or commissioned by the local education authority. (7) In this Chapter ""admissions administration"" means the person responsible for the administration of arrangements for the admission of pupils to any school within a local education authority's area."".'.
That the clause be read a Second time.",296,Sarah Teather,LD,2006-05-24,important
405,Stop climate change,"Energy Bill
That this House, whilst affirming its support for measures included in the Bill to reform the electricity market to deliver secure, clean and affordable electricity, declines to give a Second Reading to the Energy Bill because it fails to include a clear target to decarbonise the power sector by 2030, and because it fails to include direct measures to increase transparency, competition or liquidity or ensure that the energy market is properly regulated and works in the interests of consumers.",82,Caroline Flint,Lab,2012-12-19,important
204,Homosexuality - Equal rights,"Sexual Offences (Amendment) Bill – Defences available to persons who are under age
(a) in subsection (1), after the words ""subsection (1A)"" there shall be inserted the words ""or (1AA)""; (b) in subsection (1A), after the word ""circumstances"" there shall be inserted the word ""first""; and (c) after that subsection there shall be inserted the following subsection-- ""(1AA) The other circumstances so referred to are that the person is under the age of sixteen and the other person has attained that age."" (2) In section 13 of that Act (indecency between men)-- (a) after the words ""another man"", in the first place where they occur, there shall be inserted the words ""otherwise than in the circumstances described below""; and (b) at the end there shall be inserted the following paragraph-- ""The circumstances referred to above are that the man is under the age of sixteen and the other man has attained that age."" (3) In subsection (1) of section 1 of the Sexual Offences Act 1967-- (a) the words from ""a homosexual act"" to the end shall become paragraph (a); and (b) after that paragraph there shall be inserted the words ""and (b) a homosexual act by any person shall not be an offence if he is under the age of sixteen years and the other party has attained that age."" (4) In section 13 of the Criminal Law (Consolidation) (Scotland) Act 1995, after subsection (8) there shall be inserted the following subsection-- ""(8A) A person under the age of sixteen years does not commit an offence under subsection (5)(a) or (c) above if he commits or is party to the commission of a homosexual act with a person who has attained that age."" (5) In paragraph (1) of Article 3 of the Homosexual Offences (Northern Ireland) Order 1982-- (a) the words from ""a homosexual act"" to the end shall become sub-paragraph (a); and (b) after that sub-paragraph there shall be inserted the words ""and (b) a homosexual act by any person shall not be an offence if he is under the age of seventeen years and the other party has attained that age."".'
That the clause be read a Second time.",362,Paul Boateng,Lab,1999-03-01,not_important
158,Further devolution to Scotland,"Scotland Bill
an amendment, to leave out from ""That"" to the end of the Question and add: That this House, while recognising the need to further enhance the powers of the Scottish Parliament, nevertheless believes that the measures the Scotland Bill seeks to devolve are inadequate to meet the ambitions of the Scottish Government for the people of Scotland; considers the measures relating to air weapons, road safety and drink driving to be incomplete; regrets that the Calman Commission's recommendations to devolve the aggregates levy and air passenger duty, and to devolve responsibility for the marine environment to match the Scottish Parliament's responsibility for fisheries, as well as its proposal for a Scottish role in welfare benefits, have all been abandoned; regards the proposals for the Crown Estates Commission as inadequate; deplores the proposals in the Bill to re-reserve already devolved responsibilities; concludes that the tax varying provisions would embed a long-term deflationary bias in Scotland's budget and that the proposed borrowing powers remaining subject to HM Treasury controls and limits render them insufficiently flexible; and therefore considers the Bill as a whole to be unacceptable.",186,Pete Wishart,SNP,2011-01-27,important
155,European Union - For,"European Union (Withdrawal) Bill – Exceptions to savings and incorporation
That this House disagrees with Lords amendment 5.",18,Robert Buckland,Con,2018-06-13,important
421,Terrorism laws - For,"Anti-Terrorism, Crime and Security Bill (Programme) – Programming Committee
4. Sessional Order B (Programming Committees) made on 28th June 2001 shall not apply to proceedings on consideration and Third Reading.",30,Ian Pearson,Lab,2001-11-19,not_important
333,Reduce Spending on Welfare Benefits,"Universal Credit Work Allowance
That this House calls on the Government to reverse its decision to cut the universal credit work allowance, which is due to come into effect in April 2016.",32,Owen Smith,Lab,2016-01-06,important
553,Identity cards - For introduction,"Identity Cards Bill – Reports by Commissioner
No. 26, in page 22, line 3 [Clause 25], leave out from 'must' to 'about' and insert 'lay before each House of Parliament a general report'.",33,Humfrey Malins,Con,2005-02-10,important
300,Reduce Spending on Welfare Benefits,"Benefit cap
That this House disagrees with Lords amendment 47.",10,,,2012-02-01,not_important
244,More powers for local councils,"Localism Bill (Ways and Means) – Powers to make supplemental provision
37, page 4, line 22, at end insert— ‘(6A) The power under subsection (1) or (2) may not be exercised to amend, repeal, revoke or disapply— (a) this Part of this Act, (b) Public Libraries and Museums Act 1964 section 7 or section 13, (c) Small Holdings and Allotments Act 1908 section 23, (d) Children Act 1989 Part 3 and Schedule 2, (e) Childcare Act 2006, Parts 1 and 2, (f) Child Poverty Act 2010 Part 2, (g) Equality Act 2010, section 88, (h) Equality Act 2010, section 149, (i) Care Standards Act 2000, (j) Chronically Sick and Disabled Persons Act 1970 section 21, (k) Transport Act 2000 section 145A, (l) Local Authorities’ Traffic Orders (Exemptions for Disabled Persons) (England) Regulations 2000, (m) Disabled Persons (Badges for Motor Vehicles) (England) (Amendment) Regulations 2007, (n) Disabled Persons (Badges for Motor Vehicles) (England) (Amendment No. 2) Regulations 2007, (o) Carers and Disabled Children Act 2000, (p) Carers (Recognition and Services) Act 1995, (q) Disabled Persons (Services, Consultation and Representation) Act 1986, (r) Mental Health Act 1983 Part 8, (s) Community Care, Services for Carers and Children Services (Direct Payments) England Regulations 2009, (t) Public Health Act 1875, (u) Public Health Act 1936, (v) Commons Act 2006, (w) Countryside and Rights of Way Act 2000, (x) Natural Environment and Rural Communities Act 2006 section 40, (y) Wildlife and Countryside Act 1981 section 25 or section 28E, (z) Environment Act 1995 Part 4, (z1) Dangerous Wild Animals Act 1976, (z2) Prevention of Damage by Pests Act 1949, (z3) Hedgerow Regulations 1997, (z4) Planning (Listed Building and Conservation Areas) Act 1990 section 66 or section 72, (z5) Ancient Monument and Archaeological Areas Act 1979 sections 12 and 13, (z6) National Parks and Access to the Countryside Act 1949, (z7) Animal Welfare Act 2006 section 30, (z8) Zoo Licensing Act 1981, (z9) Marine and Coastal Access Act 2009 Part 6, (z10) Flood and Water Management Act 2010 Schedule 3, (z11) Working Time Regulations 1998 Regulation 28, (z12) Education Act 1996 section 15ZA, (z13) Food Safety Act 1990 Parts 1, 2 and 3, (z14) Freedom of Information Act 2000, (z15) Housing Grants, Construction and Regeneration Act 1996 section 1, (z16) Housing Act 1996 Part 7, (z17) Homelessness Act 2002, (z18) Housing Act 2004 Part 2, (z19) Local Government Act 1972 Part VA, section 99 or section 148, (z20) Local Government Act 2000 Part 3 section 21 or section 37, (z21) Children and Young Persons Act 1969 Part 1, or (z22) Adoption and Children Act 2002.’.",429,Barbara Keeley,Lab,2011-05-17,important
561,Identity cards - For introduction,"Identity Cards Bill – Applications Relating to Entries in the Register
amendment No. 5, in page 4, line 42, leave out 'must' and insert 'may, if the applicant so chooses'.",30,Neil Gerrard,Lab,2005-10-18,not_important
9,Asylum System - More strict,"Immigration
That the draft Asylum (Designated States) (No. 2) Order 2003, which was laid before this House on 17 June, be approved.",22,,,2003-07-16,important
274,More powers for local councils,"Housing and Planning Bill – Reduction of Payment by Agreement
That this House disagrees with Lords amendment 47.",18,Brandon Lewis,Con,2016-05-03,important
181,Further devolution to Scotland,"Scotland Bill – Disability, industrial injuries and carer’s benefits
48, in clause 19, page 22, line 45, leave out sub-paragraph (a).
That the amendment be made.",26,Ian Murray,Lab,2015-06-30,not_important
415,Stop climate change,"Energy Bill [Lords] – Carbon capture and storage strategy for the energy industry
‘(1) By June 2017, the Secretary of State must develop, promote and implement a comprehensive national strategy for carbon capture and storage (CCS) for the energy industry to deliver the emissions reductions required to meet the fifth and subsequent, carbon budgets at the scale and pace required. (2) In developing the strategy, the Secretary of State must consult— (a) HM Treasury; (b) the Department for Business, Innovation and Skills; (c) the Oil and Gas Authority; (d) the National Infrastructure Commission; (e) Scottish Ministers; (f) Welsh Ministers, and (g) other relevant stakeholders including the CCS industry. (3) The strategy must include though shall not be restricted to— (a) the development of infrastructure for carbon dioxide transport and storage; (b) a funding strategy for implementation including provision of market signals sufficient to build confidence for private investment in the CCS industry; (c) priorities for such action in the immediate future as may be necessary to allow the orderly and timely development and deployment of CCS after 2020; (d) promotion of cost-effective innovation in CCS; and (e) clarification of the responsibilities of government departments with respect to the implementation of the strategy.” (4) The Secretary of State must report to Parliament on the progress of its implementation of the strategy every three years starting in 2020.”.
That the clause be read a Second time.",234,Callum McCaig,SNP,2016-03-14,important
291,Reduce Spending on Welfare Benefits,"Welfare Reform Bill (Programme) (No. 2) – Universal credit: supplementary regulation-making powers
27, page 103, line 1, after ‘income,’, insert— (ba) a person’s earned income from self-employment,’.",27,Stephen Timms,Lab,2011-06-13,important
578,Higher taxes on alcoholic drinks,"Amendment of the Law
(1) That it is expedient to amend the law with respect to the National Debt and the public revenue and to make further provision in connection with finance. (2) This Resolution does not extend to the making of any amendment with respect to value added tax so as to provide— (a) for zero-rating or exempting a supply, acquisition or importation, (b) for refunding an amount of tax, (c) for any relief, other than a relief that— (i) so far as it is applicable to goods, applies to goods of every description, and (ii) so far as it is applicable to services, applies to services of every description.",111,,,2012-03-26,not_important
280,More powers for local councils,"Secure Tenancies (Victims of Domestic Abuse) Bill – Duty to grant old-style secure tenancies: victims of domestic abuse
2, page 1, line 25, at end insert— “(2BA) A local housing authority which grants an old-style secure tenancy under subsection (2A) or (2B) has discretion to decide whether or not the maximum rent for the old-style secure tenancy should be determined according to regulation B13 of the Housing Benefit Regulations 2006 (SI 2006/213) as amended by the Housing Benefit (Amendment) Regulations 2012 (SI 2012/ 3040).”",84,Melanie Onn,Lab,2018-05-08,important
84,European Union - For,"European Union Bill – Interpretation of Part 1
amendment 85, page 2, line 6, at end add- '(7A) References to ""the Committee"" are to the European Union Referendum Committee as established by section [European Union Referendum Committee] below.'.",38,Wayne David,Lab,2011-01-24,important
137,European Union - For,"European Union (Withdrawal) Bill – Repeal of the European Communities Act 1972
79, page 1, line 3, at end insert— ‘(2) Regulations under section 19(2) bringing into force subsection (1) may not be made until the Prime Minister is satisfied that resolutions have been passed by the Scottish Parliament, the National Assembly for Wales and the Northern Ireland Assembly signifying consent to the commencement of subsection (1).”",67,Hywel Williams,PC,2017-11-14,not_important
163,Further devolution to Scotland,"Scotland Bill – Taxation: introductory
amendment 37, page 16, line 17, at end insert— ‘(f) Chapter 8 provides for an Order in Council to specify, as an additional devolved tax, a duty charged on fuel’.",35,Stewart Hosie,SNP,2011-03-14,important
196,Further devolution to Scotland,"European Union (Withdrawal) Bill – Corresponding powers involving devolved authorities
167,  page 17, line 9, at end insert— “(3) This paragraph does not apply to regulations made under this Part by the Scottish Ministers or the Welsh Ministers.”",38,Stephen Gethins,SNP,2017-12-06,important
431,Terrorism laws - For,"Anti-terrorism, Crime and Security Bill — Transport Police and MOD Police: Further Provisions
No. 76, in page 108, line 21, at end insert—  'Police (Scotland) Act 1967 (c. 77) 1 The Police (Scotland) Act 1967 has effect subject to the following amendments.  2 (1) Section 11 (aid of one police force by another) is amended as follows.  (2) In subsection (2), for ""Secretary of State"" substitute ""appropriate Minister or Ministers"" and after ""he"" insert ""or they"". 26 Nov 2001 : Column 785 (3) In subsection (4), for ""Secretary of State"" substitute ""appropriate Ministers"".  (4) After that subsection insert—  ""(5) This section shall apply in relation to the Strategic Rail Authority and the British Transport Police Force as it applies to a police authority and a police force respectively.  (6) In subsection (2) ""appropriate Minister or Ministers"" means—  (a) in relation to a direction given to the Chief Constable of the British Transport Police Force, the Secretary of State, and  (b) in any other case, the Scottish Ministers. (7) In subsection (4) ""appropriate Ministers"" means— (a) where the police authorities concerned include the Strategic Rail Authority, the Scottish Ministers and the Secretary of State, acting jointly, and (b) in any other case, the Scottish Ministers."" 3 (1) Section 12 (collaboration agreements) is amended as follows. (2) In subsection (3), for ""Secretary of State"" substitute ""Scottish Ministers"". (3) For subsection (5) substitute— ""(5) If it appears to the Scottish Ministers that an agreement should be made for the purposes specified in subsection (1), (2) or (4) of this section, they may, after considering any representations made by the parties concerned, direct those parties to enter into such agreement for that purpose as may be specified in the directions. (6) For the purposes of this section— (a) the British Transport Police Force shall be treated as if it were a police force; (b) ""police functions"" shall include the functions of the British Transport Police Force; (c) the British Transport Police Committee shall be treated as if it were the police authority maintaining that Force for the purposes of subsections (1) and (2) of this section; and the Strategic Rail Authority shall be so treated for the purposes of subsection (3) of this section; and (d) ""police area"", in relation to the British Transport Police Force and the British Transport Police Committee, means those places where members of the British Transport Police Force have the powers, protection and privileges of a constable under section 53(4) of the British Transport Commission Act 1949 (c. xxix). (7) In relation to agreements relating to the British Transport Police Force, any determination under subsection (3) shall be made, and any directions under subsection (5) shall be given, by the Scottish Ministers and the Secretary of State, acting jointly."" 4 (1) Section 17 (general functions and jurisdiction of constables) is amended as follows. (2) After subsection (4) insert— ""(4A) A member of the British Transport Police Force who is for the time being required by virtue of section 11 or 12 of this Act to serve with a police force shall— (a) have all the powers and privileges of a constable of that police force, and (b) be subject to the direction of the chief constable of that force."" (3) In subsection (7)(a) after ""first–mentioned force"" insert ""or, if he is serving with the British Transport Police Force, the Chief Constable of that Force"". 5 (1) Section 42 (causing disaffection) is amended as follows. (2) In subsection (1), after ""force"" insert ""or of the British Transport Police Force"". (3) In subsection (2), after ""constable"" insert ""or a member of the British Transport Police Force"". 6 (1) Section 43 (impersonation etc.) is amended as follows. (2) After subsection (2) insert26 Nov 2001 : Column 786""(2A) For the purposes of this section— (a) ""constable"" includes a member of the British Transport Police Force, and (b) any reference to ""police"" includes a reference to that force."" (3) In subsection (3), after ""police authority"" insert ""or by the British Transport Police Committee"". (4) After that subsection insert— ""(4) In its application to articles of British Transport Police Force uniform, subsection (1)(b) has effect as if for the words ""without the permission of the police authority for the police area in which he is"" were substituted the words ""in circumstances where it gives him an appearance so nearly resembling that of a constable as to be calculated to deceive"". 7 In section 51 (interpretation), after the definition of ""amalgamation scheme"" insert— """"British Transport Police Force"" means the constables appointed under section 53 of the British Transport Commission Act 1949 (c. xxix);"".'.No. 77, in page 109, line 38, leave out from ""(11)"" to end of line 42 and insert— '(a) before the definition of ""dangerous instruments"" insert— """"British Transport Police Force"" means the constables appointed under section 53 of the British Transport Commission Act 1949 (c. xxix)"", and (b) after the definition of ""offensive weapon"" insert— """"policed premises"", in relation to England and Wales, has the meaning given by section 53(3) of the British Transport Commission Act 1949 (c. xxix) and, in relation to Scotland, means those places where members of the British Transport Police Force have the powers, protection and privileges of a constable under section 53(4)(a) of that Act (as it relates to Scotland)."".'. No. 78, in page 111, line 14, at end insert— '20A In section 105(2) (extent), after the entry relating to section 21 insert ""section 25(1A)"".'.No. 79, in page 111, line 24, leave out from ""premises"" to ""by"" in line 25. No. 80, in page 111, line 40, leave out from ""premises"" to end of line 42. No. 81, in page 112, line 4, leave out from ""premises"" to "", an"" in line 6. No. 82, in page 112, line 17, leave out from ""121"" to end of line 19 and insert— '(a) after the definition of ""article"" insert— """"British Transport Police Force"" means the constables appointed under section 53 of the British Transport Commission Act 1949 (c. xxix),"" and (b) after the definition of ""organisation"" insert— """"policed premises"", in relation to England and Wales, has the meaning given by section 53(3) of the British Transport Commission Act 1949 (c. xxix) and, in relation to Scotland, means those places where members of the British Transport Police Force have the powers, protection and privileges of a constable under section 53(4)(a) of that Act (as it relates to Scotland)."".'. No. 128, in page 112, line 22, at end add 'and (b) after the entry relating to the expression ""organisation"" insert ""Policed premisesSection 121"".'.
That clauses 101 to 105, 120 and 121 stand part of the Bill, that schedule 8 be the Eighth schedule to the Bill, and that clause 122 stand part of the Bill:",1123,Lewis Moonie,Lab,2001-11-26,not_important
234,More powers for local councils,"London Local Authorities Bill [ Lords] (By Order)
That the Bill be now read a Second time.",17,Mike Freer,Con,2010-10-13,important
301,Reduce Spending on Welfare Benefits,"Responsibility for children and young persons
That this House disagrees with Lords amendment 1.",14,,,2012-02-01,important
212,Homosexuality - Equal rights,"Repeal of Section 2A of Local Government Act 1986
The Secretary of State shall lay before Parliament within 24 months of the coming into force of section 119 and at intervals of 24 months thereafter a report containing information on the effect of the operation of that section on— (a) the adherence to guidance issued under section 403(1A) of the Education Act 1996 (c. 96); (b) the operation of the provisions of section 404 of that Act; and (c) the numbers of parents withdrawing their children from sex education pursuant to section 405 of that Act.'.
That the clause be read a Second time.",104,Geoffrey Clifton-Brown,Con,2003-03-10,not_important
238,More powers for local councils,"Localism Bill
That the Bill be now read a Second time.",11,Eric Pickles,Con,2011-01-17,important
109,European Union - For,"2014 JHA Opt-out Decision – Proposed Europol Regulation
That this House takes note of European Union Document No. 8229/13 and Addenda 1 to 6, a draft Regulation of the European Parliament and of the Council on the European Union Agency for Law Enforcement Cooperation and Training (Europol) and repealing Decisions 2009/371/JHA and 2005/681/JHA; and agrees with the Government that the UK should opt into the Regulation post-adoption, provided that Europol is not given the power to direct national law enforcement agencies to initiate investigations or share data that conflicts with national security.",92,James Brokenshire,Con,2013-07-15,important
